initial key,initial value,assigned workspace,assigned bucket,assigned key name,is merged
andpoe.text_my_refund_no_refund_desc,You have never requested a refund.,,,,FALSE
andpoe.text_my_refund_no_refund,No refund found,,,,FALSE
andpoe.text_my_refund_review_hotel_card_title,Room Details,,,,FALSE
andpoe.text_nearest_distance,Nearest distance,,,,FALSE
andpoe.text_negative_popup_confirmation_submit_data_wash,Check Again,,,,
andpoe.text_negative_popup_continue_submit_data_wash,Stay,,,,FALSE
andpoe.text_negative_popup_incorrect_submit_data_wash,Back,,,,FALSE
andpoe.text_new_room_cancellation_policy_options_title,Flexibility options:,,,,FALSE
andpoe.text_next,Next,,,,TRUE
andpoe.text_next_step,Next,,,,
andpoe.text_night,18:00 - 24:00,,,,FALSE
andpoe.text_no_flight_matched,No flights match your preference,,,,FALSE
andpoe.text_no_preference,No Preference,,,,
andpoe.text_notify_me,NOTIFY ME,,,,FALSE
andpoe.text_okay_got_it_btn,"Okay, Got It",,,,FALSE
andpoe.text_oops_typo,Change,,,,FALSE
andpoe.text_or,or,,,,FALSE
andpoe.text_order_review_policy_title,Policy,,,,FALSE
andpoe.text_other_bank,Other Bank,,,,FALSE
andpoe.text_out_of_town_zones_in,Rental Area in {0},,,,FALSE
andpoe.text_outbound_limited_choice,"To find more flight pairings, try choosing another departure flight.",,,,FALSE
andpoe.text_outbound_option_counter,from {0} option(s),,,,FALSE
andpoe.text_outbound_origin_inventory_message,Select departure flight,,,,FALSE
andpoe.text_outbound_return_inventory_message,Select return flight,,,,FALSE
andpoe.text_outbound_route_inventory_message,Flight {0} – Select from {1} option(s),,,,FALSE
andpoe.text_outbound_route_inventory_message_less_options,Select Flight {0},,,,FALSE
andpoe.text_outbound_summary_format,<![CDATA[{0} | <b>{1}</b> {2}]]>,,,,FALSE
andpoe.text_outbound_summary_price_format,<![CDATA[{0} | Subtotal <b>{1}</b>]]>,,,,FALSE
andpoe.text_ovo_tnc,"<![CDATA[<b>Read Before Continue:</b><br/>&#x2022; You can only connect one OVO account to Traveloka.<br/>&#x2022; Your account is securely stored in our system. By connecting your account, you have read and agree with OVO&apos;s  <a href=""https://www.ovo.id/syarat-ketentuan""><b>Terms & Conditions</b></a> and travelokaPay''s <a href=""tpay-tnc:/""/><b>Terms & Conditions.</b></a>]]>",,,,FALSE
andpoe.text_packet_cancel_booking_dialog_message,"Leaving this screen will cancel your current booking, and any payment you make will not be processed.",,,,FALSE
andpoe.text_packet_cancel_booking_dialog_primary_button,No,,,,FALSE
andpoe.text_packet_cancel_booking_dialog_secondary_button,"Yes, Cancel This Booking",,,,FALSE
andpoe.text_passenger_adult_and_child_seven,Maximum 7 passengers (adult and child),,,,FALSE
andpoe.text_passenger_infant_should_less_than_adult,Number of infant passengers can''t be more than adult passengers.,,,,FALSE
andpoe.text_passenger_multiple_infant_change,<![CDATA[<strong>{0}</strong> will be registered as an infant passenger]]>,,,,FALSE
andpoe.text_pax_more_adult_than_infant,The number of infant(s) cannot exceed the number of the accompanying adult passenger(s).,,,,FALSE
andpoe.text_pax_to_pre_infant_dialog_content,"<![CDATA[{0} must be <b>at least 1 month old</b> on the new flight date.
Please try another date.]]>",,,,FALSE
andpoe.text_pax_to_pre_infant_dialog_title,Not Allowed to Travel,,,,FALSE
andpoe.text_pay_at_hotel_accepted_payment_dialog_title,Accepted Payment Methods,payment,payment_at_hotel_accepted_payment_dialog,title,FALSE
andpoe.text_pay_at_hotel_accepted_payment_method_vary,Accepted payment methods may vary by accommodation. Tap for more details.,payment,,,FALSE
andpoe.text_pay_at_hotel_auth_cc_failed,Unable to proceed. Please make sure you have entered the correct card details.,payment,payment_at_hotel_auth_cc,failed,FALSE
andpoe.text_pay_at_hotel_auth_cc_success,Transaction Success,payment,payment_at_hotel_auth_cc,success,FALSE
andpoe.text_pay_at_hotel_cash_in_title,Cash in,payment,payment_at_hotel_cash_in,title,FALSE
andpoe.text_pay_at_hotel_credit_card_as_guarantee,Credit Card,payment,payment_at_hotel_credit_card,as_guarantee,FALSE
andpoe.text_pay_at_hotel_credit_card_not_supported,Credit card type is not supported,payment,payment_at_hotel_credit_card,not_supported,FALSE
andpoe.text_pay_at_hotel_credit_card_required,Confirmation Method Required,payment,payment_at_hotel_credit_card,required,FALSE
andpoe.text_pay_at_hotel_debit_card_title,Debit Card,payment,payment_at_hotel_debit_card,title,FALSE
andpoe.text_pay_at_hotel_for_reference_price,(for reference only),payment,payment_at_hotel_for_reference,price,FALSE
andpoe.text_pay_at_hotel_format,<![CDATA[<font color=#1ba0e2>Pay at Hotel</font>]]>,payment,,,FALSE
andpoe.text_pay_at_hotel_guarantee_title,Confirm Booking,payment,payment_at_hotel_guarantee,title,FALSE
andpoe.text_pay_at_hotel_help_description_direct_contract,"<![CDATA[<font color=#1c8ddb>Pay upon Check-inl</font> allows you to book a room without having to pay immediately. You can pay during your stay using various payment methods.
<br><br>
During booking, you will need to choose one of the booking confirmation methods. No worries, you <strong>won’t need to pay for the booking right away</strong>. It is only required to confirm and secure your booking. However, please note that it may be charged in the event of no-show or cancellation. 
<br><br>
Each method has a unique cancellation policy and therefore, we recommend that you read the cancellation policy carefully to avoid cancellation penalty.]]>",payment,,,FALSE
andpoe.text_pay_at_hotel_help_description,"<![CDATA[<font color=#1c8ddb>Pay upon Check-in</font> allows you to book a room without having to pay immediately. You can pay during your stay using various payment methods.
<br><br>
During booking, you will be asked to select booking confirmation method. No worries, you <strong>won’t need to pay for the booking during the process</strong>. It is only required to confirm and secure your booking. However, please note that it may be charged in the event of no-show or cancellation. 
<br><br>
We recommend that you read the cancellation policy carefully to avoid cancellation penalty.]]>.",payment,payment_at_hotel_help,description,FALSE
andpoe.text_pay_at_hotel_help_title,Cancellation Policy,payment,payment_at_hotel_help,title,FALSE
andpoe.text_pay_at_hotel_instruction,Payment Instruction,payment,,,FALSE
andpoe.text_pay_at_hotel_invalid_credit_card,Please enter correct credit card details,payment,payment_at_hotel_invalid_credit_card,,FALSE
andpoe.text_pay_at_hotel_notice_city_tax,Tax set by the local government will be charged by the property on your final bill,payment,,,FALSE
andpoe.text_pay_at_hotel_notice_local_currency,You will pay in local currency during your stay at the accommodation,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_as_guarantee,TPayLater,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_choose_guarantee,Select Booking Confirmation Method,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_error_guarantee_not_selected,You haven''t made your selection. Please select booking confirmation method.,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_hold_amount,On Hold (Temporary),payment,payment_at_hotel_pay_later_hold,amount,FALSE
andpoe.text_pay_at_hotel_pay_later_hold_disclaimer,<![CDATA[Your limit will be deducted temporarily <strong>in the amount of your booking</strong>.  It will be restored within <strong>6 days</strong> after check-out.]]>,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_hold_error,"Sorry, your request cannot be processed at the moment. Please try again.",payment,payment_at_hotel_pay_later_hold,error,FALSE
andpoe.text_pay_at_hotel_pay_later_limit_insufficient_my_limit,Available Limit,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_limit_insufficient_title,Insufficient Limit,payment,payment_at_hotel_pay_later_limit_insufficient,title,FALSE
andpoe.text_pay_at_hotel_pay_later_post_booking_limit,Limit After Booking,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_pre_booking_limit,Available Limit,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_restore_my_limit,Tap to restore limit,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_see_account,Tap to check your TPayLater account,payment,,,FALSE
andpoe.text_pay_at_hotel_pay_later_system_down,"Sorry, system recovery is currently taking place. Try again later.",payment,,,FALSE
andpoe.text_pay_at_hotel_payment_booking_summary,<![CDATA[<font color=#235D9F>Pay at Hotel</font>]]>,payment,,,FALSE
andpoe.text_pay_at_hotel_price_in_currency,Price in,payment,,,FALSE
andpoe.text_pay_at_hotel_price_label,Price,payment,payment_at_hotel_price,label,FALSE
andpoe.text_pay_at_hotel_price_update_button,See Other Options,payment,payment_at_hotel_price_update,button,FALSE
andpoe.text_pay_at_hotel_price_update_title,Room/Unit Price Has Been Updated,payment,payment_at_hotel_price_update,title,FALSE
andpoe.text_pay_at_hotel_slogan,Book now for FREE and pay when you stay. Booking confirmation method will be needed only to confirm your booking.,payment,,,FALSE
andpoe.text_pay_at_hotel_submit_booking,Book & Pay at Hotel,payment,,,FALSE
andpoe.text_pay_at_hotel_voucher_void,"This booking has been canceled, and therefore, this voucher is no longer usable.",payment,,,FALSE
andpoe.text_pay_at_property_format,<![CDATA[<font color=#1ba0e2>Pay at Hotel</font>]]>,payment,,,FALSE
andpoe.text_pay_now_title,Pay Now,payment,payment_now,title,
andpoe.text_pay_v3_bca_registration_failed,"Sorry, your BCA card could not be added. Please try again or contact your bank for further assistance.",payment,payment_v3_bca_registration,failed,FALSE
andpoe.text_pay_v3_bca_registration_success,"Congrats, your BCA debit card has been successfully registered!",payment,payment_v3_bca_registration,success,FALSE
andpoe.text_pay_v3_improvement_instant_debit_bca_infobox,"<![CDATA[1. You must <b>activate BCA OneKlik from your BCA Mobile application</b> after registration.
<br>2. Make sure your <b>phone number is registered on BCA Mobile and has enough credits</b> to receive an OTP for each transaction.]]>",payment,,,FALSE
andpoe.text_pay_v3_instant_debit_verifying_timer,Activate OneKlik on your BCA Mobile within 15 mins.,payment,,,FALSE
andpoe.text_pay_v3_popup_registration_failed_button,Change Payment Method,payment,payment_v3_popup,registration_failed_button,FALSE
andpoe.text_pay_v3_popup_registration_failed_title,Registration Failed,payment,payment_v3_popup,registration_failed_title,
andpoe.text_paylater_price_below_min_amount,Min. payment is Rp50.000/month.,paylater,paylater_price_below_min,amount,TRUE
andpoe.text_payment_account_holder_name,Account Holder Name,payment,payment_account_holder,name,
andpoe.text_payment_account_number,Account Number,payment,payment_account,number,
andpoe.text_payment_account_number_is_copied,Account number successfully copied.,payment,,,
andpoe.text_payment_amount_before_text,Price before admin fee,payment,payment_amount_before,text,FALSE
andpoe.text_payment_amount_to_pay,Amount to pay,payment,,,TRUE
andpoe.text_payment_apply_coupon,APPLY,payment,payment_apply,coupon,
andpoe.text_payment_atm_bank_code,Bank Code,payment,payment_atm_bank,code,TRUE
andpoe.text_payment_available_coupon,You have {0} available coupon(s),payment,payment_available,coupon,TRUE
andpoe.text_payment_available_coupon_title,Your Coupon(s),payment,payment_available_coupon,title,FALSE
andpoe.text_payment_balance_button_text,Pay with Refund Balance,payment,payment_balance_button,text,
andpoe.text_payment_balance_coupons_button_text,Pay with Refund Balance & Coupons,payment,payment_balance_coupons_button,text,FALSE
andpoe.text_payment_balance_points_button_text,Pay with Refund Balance & Points,payment,payment_balance_points_button,text,
andpoe.text_payment_bank_selection_widget_default_text,Choose a bank & installment plan,payment,payment_bank_selection_widget,default_text,TRUE
andpoe.text_payment_below_minimum_amount,Payment cannot be processed because the total price is below the min. transaction amount {0}.,payment,payment_below_minimum,amount,
andpoe.text_payment_below_minimum_amount_installment,Installment unavailable because the total price is below the minimum transaction amount.,payment,,,
andpoe.text_payment_card_phone_number_empty,Your BCA OneKlik account is temporarily blocked. Please unblock via your BCA Mobile or choose another payment method.,payment,payment_card,phone_number_empty,FALSE
andpoe.text_payment_cashback_will_earn,This account ({0}) will earn {1} cashback to UANGKU,payment,,,
andpoe.text_payment_change_method_popup_button_cancel,See Purchase List,payment,payment_change_method_popup,button_cancel,
andpoe.text_payment_change_method_popup_button_ok,Change payment method,payment,payment_change_method_popup,button_ok,
andpoe.text_payment_change_method_popup_description,"By leaving this page, you can either change your payment method or go to your purchase list.",payment,payment_change_method_popup,description,TRUE
andpoe.text_payment_change_method_popup_disable_description,"Changing payment method unavailable because there is insufficient time to complete your transaction. If you leave this page, you will be redirected to your Purchase List.",payment,payment_change_method_popup,disable_description,TRUE
andpoe.text_payment_change_method_popup_disable_title,Go to Purchase List?,payment,payment_change_method_popup,disable_title,TRUE
andpoe.text_payment_change_method_popup_title,Are you sure you want to leave this page?,payment,payment_change_method_popup,title,
andpoe.text_payment_choose_coupon_or_promo,Please Select One Coupon,payment,,,FALSE
andpoe.text_payment_code,Payment Code,payment,,code,
andpoe.text_payment_coins_button_text,Pay via Over-the-counter,payment,payment_coins_button,text,FALSE
andpoe.text_payment_common_confirm,Confirm,payment,payment_common,confirm,TRUE
andpoe.text_payment_copy_account_number,Account number copied,payment,payment_copy_account,number,FALSE
andpoe.text_payment_copy,Copy,payment,,copy,TRUE
andpoe.text_payment_copy_transfer_amount,Transfer amount copied,payment,payment_copy_transfer,amount,FALSE
andpoe.text_payment_copy_virtual_account_number,Virtual account number copied,payment,payment_copy_virtual_account,number,
andpoe.text_payment_coupon_action_apply,APPLY,payment,payment_coupon_action,apply,
andpoe.text_payment_coupon_auto_apply_fail_attempt_message,"Sorry, your coupon discount couldn’t be applied automatically. Please add your coupon code in the ‘Coupons’ section.",payment,payment_coupon_auto_apply_fail_attempt,message,
andpoe.text_payment_coupon_auto_apply_fail_first_attempt_message,"Sorry, your coupon discount couldn’t be applied. Tap ‘Retry’ to add it again.",payment,payment_coupon_auto_apply_fail_first_attempt,message,TRUE
andpoe.text_payment_coupon_bonus_point_title,Bonus Points,payment,payment_coupon_bonus_point,title,FALSE
andpoe.text_payment_coupon_dialog_success,Congratulations!,payment,payment_coupon_dialog,success,FALSE
